Customer_ID,Customer_Name,Email,Product,Quantity,Price_Per_Item,Total_Price,Purchase_Date,Season,Season_Number,Recency,Avg_Order_Value,Cluster_Label,Segment,Suggested_Campaign
2241,David Wheeler,whitneymcmillan@branch.net,Sunglasses,2,4520,9040,2023-07-28,Summer,0,618,4520.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2242,Kevin Brandt MD,robbinsdarryl@yahoo.com,Sneakers,3,1170,3510,2023-03-28,Spring,2,740,1170.0,2,Lost Customers,Re-engagement Emails & Offers
2243,Christopher Chapman,ngriffin@murray.info,Jeans,5,1479,7395,2024-04-28,Spring,2,343,1479.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2244,Vincent Olson,vberry@yahoo.com,Tank Top,3,3411,10233,2024-08-19,Summer,0,230,3411.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2245,Jorge Cervantes,cooktimothy@hotmail.com,Sandals,5,2759,13795,2024-06-26,Summer,0,284,2759.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2246,Richard Thomas,kedwards@barnes.com,Tank Top,3,4094,12282,2023-08-16,Summer,0,599,4094.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2247,Tiffany Sharp,watkins@hoffman.com,Full-Sleeve Shirt,1,2207,2207,2023-09-25,Autumn,3,559,2207.0,2,Lost Customers,Re-engagement Emails & Offers
2248,Ryan Mccormick,amyhorton@hotmail.com,Sunglasses,3,2499,7497,2023-06-20,Summer,0,656,2499.0,2,Lost Customers,Re-engagement Emails & Offers
2249,Sandra Wilkins,dawn41@roberts.info,Blazer,2,1950,3900,2023-10-06,Autumn,3,548,1950.0,2,Lost Customers,Re-engagement Emails & Offers
2250,Ashley Myers DDS,williamszachary@floyd.com,Waterproof Shoes,1,1440,1440,2025-08-02,Monsoon,4,-118,1440.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2251,Richard Brown,daniellekim@hotmail.com,Cardigan,5,3131,15655,2024-10-22,Autumn,3,166,3131.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2252,Michelle Perez,patricia09@yahoo.com,Full-Sleeve Shirt,3,708,2124,2023-11-28,Autumn,3,495,708.0,2,Lost Customers,Re-engagement Emails & Offers
2253,Tyrone Novak,thomasbennett@bentley.com,Scarf,1,4715,4715,2023-01-02,Winter,1,825,4715.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2254,Stacey Nolan,dunntimothy@hotmail.com,Umbrella,5,4674,23370,2023-09-28,Monsoon,4,556,4674.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2255,Anthony Miller,lwu@yahoo.com,Sweater,1,4768,4768,2024-02-20,Winter,1,411,4768.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2256,Jose Clark,troy27@gmail.com,Waterproof Shoes,1,3061,3061,2024-08-13,Monsoon,4,236,3061.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2257,Beth Hernandez,stephenanthony@hunt.com,Full-Sleeve Shirt,5,4835,24175,2025-11-13,Autumn,3,-221,4835.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2258,Donald Harmon,morganjoan@diaz.info,Raincoat,4,1784,7136,2023-06-26,Monsoon,4,650,1784.0,2,Lost Customers,Re-engagement Emails & Offers
2259,Juan Nichols,harrisnicholas@hotmail.com,Blazer,4,2526,10104,2024-11-08,Autumn,3,149,2526.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2260,Brittany Evans,hahnmelissa@yahoo.com,Full-Sleeve Shirt,5,4035,20175,2024-09-24,Autumn,3,194,4035.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2261,Michael Gonzalez,deborah42@frye.com,Jeans,1,2080,2080,2024-04-14,Spring,2,357,2080.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2262,Kevin Brewer,wanderson@savage-marshall.info,Shorts,1,3749,3749,2023-06-02,Summer,0,674,3749.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2263,Barbara Lopez,hli@hotmail.com,Sweater,3,3179,9537,2025-02-06,Winter,1,59,3179.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2264,Sandra Jones,trose@gmail.com,Umbrella,1,1321,1321,2024-06-01,Monsoon,4,309,1321.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2265,Patricia Horne,erik28@murphy.com,Blazer,4,2439,9756,2024-11-13,Autumn,3,144,2439.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2266,Melissa Hughes,lisa41@hotmail.com,Umbrella,2,1466,2932,2024-08-23,Monsoon,4,226,1466.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2267,Frank Quinn,brendan08@yahoo.com,Sandals,2,2685,5370,2024-06-27,Summer,0,283,2685.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2268,Danielle Smith,hardyerik@gmail.com,Loafers,4,2376,9504,2023-09-28,Autumn,3,556,2376.0,2,Lost Customers,Re-engagement Emails & Offers
2269,Sharon Davis,robertsmith@hotmail.com,Sandals,4,3253,13012,2023-06-17,Summer,0,659,3253.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2270,Gary Spence,elizabethjohnson@dean.info,Shorts,5,2426,12130,2024-08-24,Summer,0,225,2426.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2271,Brandon Garner,jacob61@cochran.com,Umbrella,3,1971,5913,2024-09-24,Monsoon,4,194,1971.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2272,Rodney Rodriguez,christopherbailey@hotmail.com,Boots,4,1861,7444,2023-02-11,Winter,1,785,1861.0,2,Lost Customers,Re-engagement Emails & Offers
2273,Christine Vargas,dawnhunt@shepard.com,Raincoat,4,1448,5792,2023-08-13,Monsoon,4,602,1448.0,2,Lost Customers,Re-engagement Emails & Offers
2274,John Jackson,catherine08@marks.org,Blazer,1,3232,3232,2023-11-07,Autumn,3,516,3232.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2275,Michael Williams,tonyadavis@cruz.com,Waterproof Shoes,1,965,965,2024-06-26,Monsoon,4,284,965.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2276,Kyle Oconnell,whernandez@hotmail.com,Shorts,3,2526,7578,2024-07-27,Summer,0,253,2526.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2277,George Thomas,denisemiller@hotmail.com,Light Jacket,3,1729,5187,2023-05-28,Spring,2,679,1729.0,2,Lost Customers,Re-engagement Emails & Offers
2278,Julie Davila,lburns@hotmail.com,Boots,3,2146,6438,2023-01-25,Winter,1,802,2146.0,2,Lost Customers,Re-engagement Emails & Offers
2279,Matthew Davis,martinangela@hotmail.com,Shorts,5,3199,15995,2023-07-22,Summer,0,624,3199.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2280,Darrell Meadows,snovak@martin-shaffer.net,Sandals,2,3548,7096,2024-08-11,Summer,0,238,3548.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2281,Amy Cruz,grahamrenee@johnson.com,Umbrella,1,4133,4133,2024-07-04,Monsoon,4,276,4133.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2282,Marcus Morton,msalazar@ruiz.com,Cardigan,2,2011,4022,2024-09-06,Autumn,3,212,2011.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2283,Christina Reeves,tyler49@gmail.com,Loafers,1,1984,1984,2025-11-19,Autumn,3,-227,1984.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2284,Erin Duke,morenoelizabeth@brown-wu.com,Loafers,3,2643,7929,2024-09-10,Autumn,3,208,2643.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2285,Kevin Mayer,barbaracarter@hotmail.com,Jeans,1,1926,1926,2024-04-20,Spring,2,351,1926.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2286,Angela Frazier,aprilpierce@salazar.com,Sneakers,2,619,1238,2023-05-28,Spring,2,679,619.0,2,Lost Customers,Re-engagement Emails & Offers
2287,Melissa Gould,jonathan98@jones.com,Scarf,1,1980,1980,2023-02-05,Winter,1,791,1980.0,2,Lost Customers,Re-engagement Emails & Offers
2288,Emily Mills,susanjames@howard.com,Sunglasses,5,4649,23245,2024-06-27,Summer,0,283,4649.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2289,Brian Foster,brett68@yahoo.com,Raincoat,1,3773,3773,2024-08-28,Monsoon,4,221,3773.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2290,Jennifer Atkinson,lynchkyle@gmail.com,Sandals,2,4929,9858,2023-06-13,Summer,0,663,4929.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2291,Jordan Thornton,aaron62@mckenzie-lucas.com,Raincoat,1,1582,1582,2024-06-07,Monsoon,4,303,1582.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2292,David Orr,ejohnson@valdez.com,Sneakers,3,3904,11712,2025-05-28,Spring,2,-52,3904.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2293,James Davis,amandahill@hotmail.com,Umbrella,3,1958,5874,2025-07-15,Monsoon,4,-100,1958.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2294,Francisco Jones,eric07@yahoo.com,Raincoat,2,4449,8898,2023-06-18,Monsoon,4,658,4449.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2295,Robert Thomas,sarahdavenport@barry-wilson.net,Raincoat,1,2894,2894,2024-07-25,Monsoon,4,255,2894.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2296,Matthew Turner,warneranna@hotmail.com,Waterproof Shoes,2,4836,9672,2023-09-27,Monsoon,4,557,4836.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2297,Tiffany Jackson,paulmartinez@gmail.com,Boots,1,1648,1648,2023-02-10,Winter,1,786,1648.0,2,Lost Customers,Re-engagement Emails & Offers
2298,Nicholas Sharp,eporter@nichols-tucker.com,Raincoat,2,1178,2356,2023-06-06,Monsoon,4,670,1178.0,2,Lost Customers,Re-engagement Emails & Offers
2299,Tammy Rodriguez,christian53@roberts-wiggins.net,Sandals,1,3574,3574,2023-07-22,Summer,0,624,3574.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2300,Allen Walker,jeffrey93@cook-davis.net,Cardigan,2,3682,7364,2024-09-01,Autumn,3,217,3682.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2301,Robert Grant,hobrien@cabrera-weber.com,Tank Top,3,2088,6264,2024-07-26,Summer,0,254,2088.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2302,Justin Dunn,powelljacqueline@morales.org,Sandals,2,4671,9342,2024-08-24,Summer,0,225,4671.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2303,Nicole Ross,leslie90@hotmail.com,Scarf,4,1530,6120,2023-01-24,Winter,1,803,1530.0,2,Lost Customers,Re-engagement Emails & Offers
2304,Ryan Jones,djohnson@hotmail.com,Tank Top,5,1708,8540,2024-08-19,Summer,0,230,1708.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2305,Angela Wilson,kellerkatie@hotmail.com,Blazer,5,2718,13590,2024-09-04,Autumn,3,214,2718.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2306,Pedro Moore,wmaddox@gmail.com,Cardigan,1,4761,4761,2023-11-20,Autumn,3,503,4761.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2307,Patricia Howell,jenna93@allen.net,Waterproof Shoes,4,3251,13004,2023-08-28,Monsoon,4,587,3251.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2308,Robert Jackson,reneemartinez@yahoo.com,Umbrella,2,4586,9172,2023-08-02,Monsoon,4,613,4586.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2309,Kristina Wright,sheltonwanda@yahoo.com,Sandals,1,4286,4286,2024-07-25,Summer,0,255,4286.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2310,Donald Harvey,hansonjoseph@yahoo.com,Blazer,5,3046,15230,2024-09-03,Autumn,3,215,3046.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2311,John Clarke,mmoses@todd.biz,Cardigan,3,778,2334,2024-10-13,Autumn,3,175,778.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2312,Austin Cruz,sharper@davis-herrera.biz,Sunglasses,1,4394,4394,2023-06-07,Summer,0,669,4394.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2313,Michelle Roberts,jeffreyluna@gmail.com,Scarf,5,2085,10425,2023-01-27,Winter,1,800,2085.0,2,Lost Customers,Re-engagement Emails & Offers
2314,Casey Cruz,paulwarren@hotmail.com,Full-Sleeve Shirt,2,1900,3800,2023-10-28,Autumn,3,526,1900.0,2,Lost Customers,Re-engagement Emails & Offers
2315,Mr. Benjamin Perez,lauraanderson@thomas-sutton.net,Jacket,5,3331,16655,2023-12-11,Winter,1,482,3331.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2316,Melanie Hayes,fischerrobyn@hoffman.net,Jeans,4,1935,7740,2024-04-16,Spring,2,355,1935.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2317,Jeremy Fernandez,wburns@gmail.com,Sweater,1,3008,3008,2023-01-11,Winter,1,816,3008.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2318,Joseph Garcia,dramos@taylor.com,Sweater,3,1404,4212,2024-01-13,Winter,1,449,1404.0,2,Lost Customers,Re-engagement Emails & Offers
2319,Sarah Davidson,cwilson@hotmail.com,Sandals,4,4531,18124,2024-06-28,Summer,0,282,4531.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2320,Tracey Smith,jaredward@harrell.net,Tank Top,2,3170,6340,2024-06-15,Summer,0,295,3170.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2321,Scott Martinez,delgadolinda@gmail.com,Waterproof Shoes,4,2961,11844,2024-06-06,Monsoon,4,304,2961.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2322,Jacob Cummings,medinabryan@hotmail.com,Shorts,1,4988,4988,2023-08-25,Summer,0,590,4988.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2323,Alexa Ferguson,hperry@yahoo.com,Raincoat,4,4122,16488,2024-06-11,Monsoon,4,299,4122.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2324,Zachary Winters,michaelharris@gmail.com,Shorts,5,560,2800,2024-06-24,Summer,0,286,560.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2325,Sylvia Wheeler,brianhenderson@yahoo.com,Shorts,3,3010,9030,2024-06-23,Summer,0,287,3010.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2326,David Lindsey,nicoleandrade@juarez.info,Sunglasses,4,1259,5036,2023-06-23,Summer,0,653,1259.0,2,Lost Customers,Re-engagement Emails & Offers
2327,Christine Flynn,jason61@williamson-clark.com,Sandals,3,2210,6630,2023-07-09,Summer,0,637,2210.0,2,Lost Customers,Re-engagement Emails & Offers
2328,William Martinez,rwilkerson@silva.com,Umbrella,2,655,1310,2024-09-23,Monsoon,4,195,655.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2329,Kyle Carpenter,brittany48@yahoo.com,T-Shirt,2,1730,3460,2023-05-01,Spring,2,706,1730.0,2,Lost Customers,Re-engagement Emails & Offers
2330,Marcus Alvarez,joshualopez@kelley.net,Shorts,2,2900,5800,2024-08-26,Summer,0,223,2900.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2331,Connie Rose,kenneth11@hotmail.com,Jeans,2,760,1520,2023-04-14,Spring,2,723,760.0,2,Lost Customers,Re-engagement Emails & Offers
2332,Peggy Dudley,ncervantes@yahoo.com,Sandals,1,4709,4709,2024-06-11,Summer,0,299,4709.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2333,Christina Russo,kennethrodriguez@hayes.com,Raincoat,5,638,3190,2023-08-07,Monsoon,4,608,638.0,2,Lost Customers,Re-engagement Emails & Offers
2334,Gabrielle Mcdonald,claire49@hotmail.com,Raincoat,3,1672,5016,2024-07-24,Monsoon,4,256,1672.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2335,Kent Fleming,ybowers@gmail.com,Raincoat,5,2796,13980,2024-09-14,Monsoon,4,204,2796.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2336,Shawn Barton MD,colemark@hotmail.com,Sweater,5,3716,18580,2023-01-21,Winter,1,806,3716.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2337,Jeremy Ritter,sherryaguilar@gmail.com,Sweater,4,1389,5556,2025-12-28,Winter,1,-266,1389.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2338,Carol Dickerson,donna41@hotmail.com,Jeans,4,1164,4656,2023-03-28,Spring,2,740,1164.0,2,Lost Customers,Re-engagement Emails & Offers
2339,Sabrina Suarez,anthony88@hotmail.com,Cardigan,5,3672,18360,2023-09-27,Autumn,3,557,3672.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2340,Sherri Owens,timothy09@dalton.com,T-Shirt,2,646,1292,2024-05-02,Spring,2,339,646.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2341,Sydney Reyes,alan02@gmail.com,Loafers,2,2412,4824,2023-10-28,Autumn,3,526,2412.0,2,Lost Customers,Re-engagement Emails & Offers
2342,Thomas Williams,usimmons@johnson-cruz.com,T-Shirt,5,3399,16995,2024-04-05,Spring,2,366,3399.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2343,Barbara Hardy,garciamichael@hotmail.com,Jeans,2,962,1924,2025-04-01,Spring,2,5,962.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2344,Cheryl Powell,brianwalter@hotmail.com,Raincoat,1,3365,3365,2024-08-07,Monsoon,4,242,3365.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2345,Kyle Moses,kwiggins@yahoo.com,Jeans,1,2024,2024,2024-04-20,Spring,2,351,2024.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2346,James Humphrey,jburke@horton.org,Boots,1,3925,3925,2024-01-28,Winter,1,434,3925.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2347,Michael Graham,kramerzachary@hayes.com,Jacket,4,1055,4220,2023-02-25,Winter,1,771,1055.0,2,Lost Customers,Re-engagement Emails & Offers
2348,Vanessa Jones,lisafox@yahoo.com,Raincoat,1,3652,3652,2023-06-19,Monsoon,4,657,3652.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2349,Roy Munoz,johnnorris@newman.org,Cardigan,4,3484,13936,2024-11-02,Autumn,3,155,3484.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2350,Zachary Smith,pfox@gmail.com,Umbrella,4,1670,6680,2023-06-19,Monsoon,4,657,1670.0,2,Lost Customers,Re-engagement Emails & Offers
2351,Christina Burnett,bharvey@mcclain.biz,Loafers,1,2595,2595,2023-10-11,Autumn,3,543,2595.0,2,Lost Customers,Re-engagement Emails & Offers
2352,Matthew Cooke,nroman@brooks.info,Jeans,5,4722,23610,2024-05-08,Spring,2,333,4722.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2353,Hannah Wright,rebecca28@gentry.com,Shorts,4,4404,17616,2023-08-19,Summer,0,596,4404.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2354,Samuel Francis,markmerritt@yahoo.com,Shorts,5,1171,5855,2023-08-21,Summer,0,594,1171.0,2,Lost Customers,Re-engagement Emails & Offers
2355,Stephanie Sims,ymarquez@costa-little.com,Sneakers,1,2244,2244,2024-05-17,Spring,2,324,2244.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2356,Autumn Ewing,ncopeland@hotmail.com,Blazer,5,1498,7490,2024-10-14,Autumn,3,174,1498.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2357,Dana Thomas,ywilson@lane.info,Full-Sleeve Shirt,4,3393,13572,2024-10-26,Autumn,3,162,3393.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2358,Aaron Smith,derrickbeasley@diaz-ray.net,Jeans,5,2547,12735,2023-05-26,Spring,2,681,2547.0,2,Lost Customers,Re-engagement Emails & Offers
2359,Valerie Dalton DVM,xhall@wolf-bates.com,Umbrella,5,4709,23545,2024-06-11,Monsoon,4,299,4709.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2360,Gabriella Baird,ywolf@allen.com,Loafers,5,3076,15380,2023-09-01,Autumn,3,583,3076.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2361,Russell Hughes,millerjesse@hotmail.com,Raincoat,5,525,2625,2025-07-26,Monsoon,4,-111,525.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2362,Amanda Brown,rbeck@hotmail.com,Waterproof Shoes,3,3407,10221,2024-09-01,Monsoon,4,217,3407.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2363,Michael Spencer,austinbrowning@yahoo.com,Jeans,1,2161,2161,2024-03-19,Spring,2,383,2161.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2364,Kendra Boyd,howardjeremiah@gmail.com,Umbrella,2,1107,2214,2023-07-06,Monsoon,4,640,1107.0,2,Lost Customers,Re-engagement Emails & Offers
2365,Matthew Johnson,dlane@strong.com,Scarf,3,1093,3279,2024-01-11,Winter,1,451,1093.0,2,Lost Customers,Re-engagement Emails & Offers
2366,Kevin Mack,rorr@gmail.com,Jacket,4,4191,16764,2023-12-17,Winter,1,476,4191.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2367,Danielle Williams,smithalexander@wallace-conrad.org,Scarf,5,2702,13510,2023-01-17,Winter,1,810,2702.0,2,Lost Customers,Re-engagement Emails & Offers
2368,Sarah Rodriguez,melvin30@yahoo.com,Tank Top,3,913,2739,2024-08-05,Summer,0,244,913.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2369,Kayla Martin,peter47@anderson-harris.com,Light Jacket,2,2855,5710,2024-03-22,Spring,2,380,2855.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2370,Bobby Scott,audrey62@west-copeland.biz,Sandals,4,2197,8788,2024-07-01,Summer,0,279,2197.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2371,Kayla Thornton,andrehess@gmail.com,Raincoat,5,3607,18035,2024-07-06,Monsoon,4,274,3607.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2372,Tracy Miller,tranjeffrey@gmail.com,Sunglasses,3,2764,8292,2024-08-16,Summer,0,233,2764.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2373,Miranda Smith,chandlerbrittany@hotmail.com,Full-Sleeve Shirt,4,1995,7980,2023-11-17,Autumn,3,506,1995.0,2,Lost Customers,Re-engagement Emails & Offers
2374,Scott Rangel,thompsonkurt@abbott.com,Boots,1,1378,1378,2025-12-28,Winter,1,-266,1378.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2375,Michael Browning,tuckerrobert@costa-haynes.biz,Raincoat,2,2334,4668,2024-08-14,Monsoon,4,235,2334.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2376,Terry Miller,shelby82@pham.com,Jacket,5,1460,7300,2024-01-15,Winter,1,447,1460.0,2,Lost Customers,Re-engagement Emails & Offers
2377,Scott Brown,rjenkins@yahoo.com,Waterproof Shoes,3,1330,3990,2024-08-28,Monsoon,4,221,1330.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2378,Samantha Morris,jenniferwatkins@humphrey.com,Full-Sleeve Shirt,2,2119,4238,2024-09-06,Autumn,3,212,2119.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2379,Brittany Fry,smorrow@edwards.com,Waterproof Shoes,4,4469,17876,2025-09-24,Monsoon,4,-171,4469.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2380,William Davila,ggibson@dominguez-castillo.net,Cardigan,4,1026,4104,2023-11-14,Autumn,3,509,1026.0,2,Lost Customers,Re-engagement Emails & Offers
2381,Amber Holland,daniel80@hotmail.com,Loafers,1,4358,4358,2023-10-05,Autumn,3,549,4358.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2382,Alexander Pineda,brian65@gmail.com,Blazer,3,2452,7356,2024-11-24,Autumn,3,133,2452.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2383,Christopher Murillo,georgemorgan@gmail.com,Umbrella,1,4318,4318,2024-06-10,Monsoon,4,300,4318.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2384,Erik Baxter,amanda19@coffey.biz,Blazer,3,1299,3897,2024-09-24,Autumn,3,194,1299.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2385,Steve Hall,jeffrey88@gmail.com,Jeans,5,1580,7900,2024-05-14,Spring,2,327,1580.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2386,Cynthia Green,ashley48@hotmail.com,Sandals,2,1953,3906,2023-08-22,Summer,0,593,1953.0,2,Lost Customers,Re-engagement Emails & Offers
2387,Sean Delgado,landryandrew@gmail.com,Raincoat,4,3891,15564,2023-08-25,Monsoon,4,590,3891.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2388,Kyle Perry,susan55@yahoo.com,Umbrella,4,2954,11816,2023-06-28,Monsoon,4,648,2954.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2389,Edward Cruz,moorejennifer@hotmail.com,Loafers,5,1256,6280,2023-09-19,Autumn,3,565,1256.0,2,Lost Customers,Re-engagement Emails & Offers
2390,Anthony Vasquez,marc61@gmail.com,Full-Sleeve Shirt,5,3204,16020,2024-09-12,Autumn,3,206,3204.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2391,Lauren Harrell,kristina87@medina.com,Sandals,4,3632,14528,2023-08-28,Summer,0,587,3632.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2392,Raymond Blake MD,jillleon@gmail.com,Sneakers,2,3241,6482,2024-05-19,Spring,2,322,3241.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2393,Bryan Turner,rgarcia@salinas-henderson.com,Sweater,5,1091,5455,2025-12-24,Winter,1,-262,1091.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
2394,Emily Irwin,frich@yahoo.com,Sandals,3,4647,13941,2023-07-23,Summer,0,623,4647.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2395,Maxwell Franklin,lauracampbell@landry-bryan.com,Sneakers,1,4252,4252,2024-04-16,Spring,2,355,4252.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
2396,James Sandoval,moniquesmith@griffin.com,Sneakers,2,3475,6950,2023-04-22,Spring,2,715,3475.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
2397,Joseph Ramirez,glopez@gonzalez-townsend.com,Light Jacket,1,1784,1784,2023-04-13,Spring,2,724,1784.0,2,Lost Customers,Re-engagement Emails & Offers
